,Player,G,MP,FTr,USG%
250,Damon Jones,71,1415,.125,16.6
485,Damon Stoudamire,82,2655,.221,21.3
276,Dan Langhi,33,241,.293,22.9
295,Dan Majerle,53,1306,.170,11.6
313,Dan McClintock,6,58,.278,17.8
24,Dana Barros,60,1079,.194,20.4
461,Daniel Santiago,54,581,.455,16.0
157,Danny Ferry,80,1688,.080,12.2
161,Danny Fortson,6,203,1.080,17.4
298,Danny Manning,82,1305,.280,23.2
332,Darius Miles,81,2133,.378,19.1
15,Darrell Armstrong,75,2767,.249,21.0
303,Darrick Martin,31,176,.461,25.4
192,Darvin Ham,29,540,.613,11.3
31,David Benoit,49,446,.265,19.8
440,David Robinson,80,2371,.571,22.8
516,David Vanterpool,22,411,.455,18.3
532,David Wesley,82,3106,.274,23.1
553,David Wingate,1,9,.000,15.0
479,DeShawn Stevenson,40,293,.418,21.3
174,Dean Garrett,70,831,.250,10.8
57,Dee Brown,7,155,.114,15.2
110,Dell Curry,71,956,.134,20.7
246,DerMarr Johnson,78,1313,.223,17.7
10,Derek Anderson,82,2859,.405,21.9
159,Derek Fisher,20,709,.332,15.4
495,Derek Strong,28,491,.316,14.6
94,Derrick Coleman,34,683,.361,22.8
133,Derrick Dial,33,207,.253,23.7
320,Derrick McKey,66,987,.199,9.2
307,Desmond Mason,78,1522,.207,15.8
462,Detlef Schrempf,26,397,.284,15.8
179,Devean George,59,593,.266,20.0
361,Dikembe Mutombo,75,2591,.523,14.3
182,Dion Glover,57,929,.205,20.2
375,Dirk Nowitzki,82,3125,.431,23.8
291,Don MacLean,8,76,.600,22.5
431,Don Reid,65,764,.517,13.1
208,Donnell Harvey,18,65,1.143,19.6
302,Donyell Marshall,81,2326,.322,21.7
88,Doug Christie,81,2939,.396,16.2
388,Doug Overton,21,475,.115,16.9
533,Doug West,15,171,.184,12.0
501,Dragan Tarlać,43,598,.333,11.8
80,Duane Causwell,31,384,.294,15.0
50,Earl Boykins,10,149,.270,24.7
180,Eddie Gill,8,152,.122,15.9
218,Eddie House,50,550,.142,26.2
251,Eddie Jones,63,2282,.310,23.9
441,Eddie Robinson,67,1201,.216,18.8
366,Eduardo Nájera,40,431,.297,15.0
73,Elden Campbell,78,2337,.487,22.8
428,Eldridge Recasner,43,403,.158,17.0
407,Elliot Perry,49,499,.157,16.8
52,Elton Brand,74,2906,.388,26.3
120,Emanual Davis,62,1290,.173,14.7
349,Eric Montross,54,649,.225,12.9
412,Eric Piatkowski,81,2144,.269,17.8
473,Eric Snow,50,1740,.354,16.3
538,Eric Williams,81,1745,.516,16.3
23,Erick Barkley,8,38,.000,33.0
112,Erick Dampier,43,1038,.401,18.4
486,Erick Strickland,50,830,.296,19.9
247,Ervin Johnson,82,1981,.470,6.5
41,Etdrick Bohannon,6,19,1.000,16.1
154,Evan Eschmeyer,74,1331,.510,10.1
285,Felipe López,70,1565,.326,18.0
474,Felton Spencer,18,113,1.250,18.2
216,Fred Hoiberg,74,2247,.317,13.2
254,Garth Joseph,4,16,.400,22.0
186,Gary Grant,4,17,.000,19.1
402,Gary Payton,79,3244,.223,27.2
511,Gary Trent,33,319,.277,23.9
289,George Lynch,82,2649,.278,13.7
314,George McCloud,76,2007,.276,18.9
263,Gerard King,45,706,.256,15.3
433,Glen Rice,75,2212,.242,20.5
442,Glenn Robinson,76,2813,.210,29.2
214,Grant Hill,4,133,.605,21.8
283,Grant Long,66,1507,.492,13.6
14,Greg Anthony,58,856,.138,16.9
65,Greg Buckner,37,820,.422,14.1
162,Greg Foster,62,451,.105,16.3
386,Greg Ostertag,81,1491,.537,12.7
380,Hakeem Olajuwon,58,1545,.349,21.9
353,Hanno Möttölä,73,989,.325,17.3
513,Hedo Türkoğlu,74,1245,.334,15.6
209,Hersey Hawkins,59,681,.460,12.4
187,Horace Grant,77,2390,.297,12.9
144,Howard Eisley,82,2426,.187,15.6
121,Hubert Davis,66,1692,.143,14.5
49,Ira Bowman,3,19,.000,7.1
372,Ira Newble,27,184,.291,17.6
18,Isaac Austin,52,845,.148,18.5
437,Isaiah Rider,67,1206,.176,22.5
432,J.R. Reid,6,39,1.600,11.0
467,Jabari Smith,9,66,.273,18.5
517,Jacque Vaughn,82,1620,.417,16.9
534,Jahidi White,68,1609,.765,18.9
512,Jake Tsakalidis,57,947,.423,15.1
521,Jake Voskuhl,16,143,.560,14.0
451,Jalen Rose,72,2943,.277,25.5
294,Jamaal Magloire,74,1095,.535,16.7
103,Jamal Crawford,61,1050,.112,17.9
305,Jamal Mashburn,76,2989,.262,27.1
443,Jamal Robinson,6,72,.000,16.8
504,Jamel Thomas,5,56,.000,20.2
421,James Posey,82,2255,.239,14.9
444,James Robinson,6,50,.000,13.3
156,Jamie Feick,6,149,.522,10.7
230,Jaren Jackson,16,114,.050,18.1
70,Jason Caffey,70,1460,.575,16.6
96,Jason Collier,23,222,.338,19.2
206,Jason Hart,1,10,.000,13.6
262,Jason Kidd,77,3065,.367,22.7
503,Jason Terry,82,3089,.262,25.5
539,Jason Williams,77,2290,.110,17.0
163,Jeff Foster,71,1152,.427,12.4
319,Jeff McInnis,81,2831,.173,18.2
315,Jelani McCoy,70,1143,.352,15.0
376,Jermaine O'Neal,81,2641,.447,21.2
260,Jerome Kersey,22,243,.232,15.3
540,Jerome Williams,59,1182,.459,15.4
476,Jerry Stackhouse,80,3215,.420,35.2
231,Jim Jackson,56,1690,.267,22.3
318,Jim McIlvaine,18,193,.429,9.9
468,Joe Smith,69,1941,.375,21.9
426,Joel Przybilla,33,270,.314,8.9
9,John Amaechi,82,1710,.471,21.7
93,John Coker,6,32,.000,13.2
105,John Crotty,31,264,.292,16.1
477,John Starks,75,2122,.162,18.0
483,John Stockton,82,2397,.427,18.8
525,John Wallace,40,527,.191,24.0
373,Johnny Newman,82,2049,.427,20.6
26,Jon Barry,62,1010,.286,14.9
29,Jonathan Bender,59,574,.366,21.0
66,Jud Buechler,57,737,.073,11.4
252,Jumaine Jones,65,866,.193,17.6
221,Juwan Howard,81,2974,.314,24.6
348,Jérôme Moïso,24,135,.867,20.0
296,Karl Malone,81,2895,.503,30.0
515,Keith Van Horn,49,1733,.263,23.4
79,Kelvin Cato,35,624,.514,11.9
181,Kendall Gill,31,892,.279,20.9
11,Kenny Anderson,33,849,.313,16.6
505,Kenny Thomas,74,1820,.271,16.1
304,Kenyon Martin,68,2272,.247,19.9
89,Keon Clark,81,1720,.462,18.6
143,Kevin Edwards,46,634,.312,16.6
173,Kevin Garnett,81,3202,.317,27.0
381,Kevin Ollie,70,925,.464,13.7
550,Kevin Willis,78,1830,.213,20.5
137,Keyon Dooling,76,1237,.494,20.0
148,Khalid El-Amin,50,936,.232,19.7
63,Kobe Bryant,68,2783,.369,31.8
114,Kornél Dávid,27,209,.255,14.3
506,Kurt Thomas,77,2125,.342,18.5
151,LaPhonso Ellis,82,1948,.333,19.6
379,Lamar Odom,76,2836,.369,24.1
357,Lamond Murray,78,2225,.228,23.5
261,Lari Ketner,3,7,,13.3
425,Laron Profit,35,605,.317,15.3
225,Larry Hughes,50,1846,.313,24.4
248,Larry Johnson,65,2105,.214,17.4
445,Larry Robinson,34,632,.130,15.5
475,Latrell Sprewell,77,3017,.288,25.8
422,Lavor Postell,26,169,.500,24.0
168,Lawrence Funderburke,59,698,.318,19.5
365,Lee Nailon,42,469,.316,17.9
226,Lindsey Hunter,82,2002,.123,20.2
556,Lorenzen Wright,71,1988,.266,23.2
518,Loy Vaught,51,549,.059,16.4
284,Luc Longley,25,301,.315,13.6
205,Lucious Harris,73,2071,.223,16.4
0,Mahmoud Abdul-Rauf,41,486,.118,26.8
452,Malik Rose,57,1219,.435,19.8
364,Mamadou N'Diaye,3,10,.500,21.8
234,Marc Jackson,48,1410,.378,20.5
71,Marcus Camby,63,2127,.388,17.0
160,Marcus Fizer,72,1580,.249,24.7
149,Mario Elie,68,1506,.280,10.0
39,Mark Blount,64,1098,.330,12.0
64,Mark Bryant,18,101,.250,12.2
235,Mark Jackson,83,2588,.160,14.2
292,Mark Madsen,70,641,.327,10.9
418,Mark Pope,63,942,.246,8.4
489,Mark Strickland,55,719,.293,18.9
92,Mateen Cleaves,78,1268,.343,20.5
68,Matt Bullard,61,1000,.046,14.9
178,Matt Geiger,35,542,.241,22.8
200,Matt Harpring,56,1615,.315,19.2
297,Matt Maloney,55,1403,.098,13.8
502,Maurice Taylor,69,1972,.203,23.2
555,Metta World Peace,76,2363,.344,21.6
111,Michael Curry,68,1485,.229,12.0
134,Michael Dickerson,70,2618,.265,22.7
136,Michael Doleac,77,1398,.112,19.4
158,Michael Finley,82,3443,.209,24.9
210,Michael Hawkins,10,76,.000,8.9
384,Michael Olowokandi,82,2127,.220,20.5
429,Michael Redd,6,35,.316,29.3
453,Michael Ruffin,45,879,.856,9.0
469,Michael Smith,79,1610,.706,9.6
481,Michael Stewart,26,123,.529,17.1
33,Mike Bibby,82,3190,.162,21.3
339,Mike Miller,82,2390,.151,18.5
404,Mike Penberthy,53,851,.140,14.2
470,Mike Smith,17,180,.271,18.1
352,Mikki Moore,81,1154,.485,15.0
396,Milt Palacio,58,1141,.345,15.4
436,Mitch Richmond,37,1216,.317,24.1
543,Monty Williams,82,1211,.365,18.5
374,Moochie Norris,82,1654,.470,16.8
35,Mookie Blaylock,69,2352,.095,17.3
411,Morris Peterson,80,1809,.215,20.1
40,Muggsy Bogues,3,34,.000,7.9
345,Nazr Mohammed,58,912,.341,24.0
12,Nick Anderson,21,169,.000,16.7
514,Nick Van Exel,71,2688,.224,23.0
145,Obinna Ekezie,33,281,.654,18.8
417,Olden Polynice,81,1619,.157,14.8
393,Olumide Oyedeji,30,221,.324,10.9
202,Othella Harrington,74,1815,.442,19.2
509,Otis Thorpe,49,647,.183,12.4
58,P.J. Brown,80,2811,.373,12.5
175,Pat Garrity,76,1579,.170,19.2
155,Patrick Ewing,79,2107,.367,20.3
325,Paul McPherson,55,595,.269,21.0
414,Paul Pierce,82,3120,.488,30.6
484,Peja Stojaković,75,2905,.262,22.4
458,Pepe Sánchez,29,150,.071,10.5
152,Pervis Ellison,9,40,.286,12.3
22,Player,G,MP,FTr,USG%
253,Popeye Jones,45,638,.359,13.8
435,Quentin Richardson,76,1358,.301,22.4
279,Quincy Lewis,35,402,.171,17.1
274,Raef LaFrentz,78,2457,.323,18.6
8,Rafer Alston,37,288,.155,17.2
28,Raja Bell,5,30,.000,13.6
59,Randy Brown,54,1238,.169,11.4
281,Randy Livingston,2,7,.000,12.1
280,Rashard Lewis,78,2720,.240,18.4
526,Rasheed Wallace,77,2940,.272,23.4
371,Rasho Nesterović,73,1233,.204,14.8
7,Ray Allen,82,3129,.299,24.4
340,Reggie Miller,81,3181,.296,21.5
466,Reggie Slater,55,686,.629,17.6
193,Richard Hamilton,78,2519,.255,28.1
60,Rick Brunson,22,208,.278,17.4
164,Rick Fox,82,2291,.189,16.3
124,Ricky Davis,7,70,.276,26.0
217,Robert Horry,79,1587,.218,14.0
394,Robert Pack,74,1260,.322,22.0
510,Robert Traylor,70,1212,.435,18.0
492,Rod Strickland,54,1371,.403,20.1
67,Rodney Buford,47,573,.120,22.3
449,Rodney Rogers,82,2183,.282,23.3
199,Ron Harper,47,1139,.177,13.9
330,Ron Mercer,61,2535,.203,24.8
322,Roshown McLeod,35,922,.154,20.0
401,Ruben Patterson,76,2059,.482,23.3
169,Rubén Garcés,13,73,.364,18.4
554,Rubén Wolkowyski,34,305,.430,15.7
48,Ryan Bowen,57,696,.306,12.0
78,Sam Cassell,76,2709,.285,24.9
239,Sam Jacobson,14,59,.167,14.8
343,Sam Mitchell,82,983,.190,16.1
406,Sam Perkins,64,999,.168,12.2
523,Samaki Walker,61,963,.492,18.3
416,Scot Pollard,77,1658,.433,14.3
69,Scott Burrell,4,41,.267,18.8
395,Scott Padgett,27,127,.465,22.4
544,Scott Williams,66,1272,.194,15.4
415,Scottie Pippen,64,2133,.270,17.9
97,Sean Colson,13,44,.167,28.8
150,Sean Elliott,52,1229,.248,16.3
450,Sean Rooks,82,1553,.362,15.8
545,Shammond Williams,69,1238,.261,17.9
13,Shandon Anderson,82,2396,.319,15.4
377,Shaquille O'Neal,74,2924,.684,31.6
2,Shareef Abdur-Rahim,81,3241,.415,24.6
51,Shawn Bradley,82,2001,.398,13.9
258,Shawn Kemp,68,1083,.317,24.5
300,Shawn Marion,79,2857,.249,22.1
463,Shawnelle Scott,27,144,.537,20.1
138,Sherman Douglas,59,1094,.380,17.9
456,Soumaila Samake,34,226,.500,12.6
17,Stacey Augmon,66,1182,.327,13.9
329,Stanislav Medvedenko,7,39,.480,38.2
238,Stephen Jackson,77,1660,.236,20.8
299,Stephon Marbury,67,2557,.359,29.7
166,Steve Francis,80,3194,.359,24.2
184,Steve Goodrich,12,133,.389,10.2
259,Steve Kerr,55,650,.094,13.5
367,Steve Nash,70,2387,.326,21.1
471,Steve Smith,81,2542,.440,19.7
498,Stromile Swift,80,1312,.416,16.2
1,Tariq Abdul-Wahad,29,420,.324,17.1
438,Terrance Roberson,3,13,.000,14.2
53,Terrell Brandon,78,2821,.198,22.2
125,Terry Davis,19,228,.880,7.8
342,Terry Mills,14,113,.000,18.2
420,Terry Porter,80,1678,.264,16.7
427,Theo Ratliff,50,1800,.475,17.0
141,Tim Duncan,82,3174,.471,28.7
198,Tim Hardaway,77,2613,.174,24.3
240,Tim James,30,197,.269,15.5
508,Tim Thomas,76,2086,.334,21.3
126,Todd Day,31,345,.195,19.9
167,Todd Fuller,10,77,.229,26.1
290,Todd MacCulloch,63,597,.357,18.3
190,Tom Gugliotta,57,1159,.203,17.9
195,Tom Hammonds,7,30,.200,20.9
268,Toni Kukoč,65,1597,.275,21.5
27,Tony Battie,40,845,.343,14.4
132,Tony Delk,82,2288,.255,22.0
308,Tony Massenburg,52,823,.352,15.4
472,Tony Smith,6,78,.087,18.8
317,Tracy McGrady,77,3087,.340,31.2
358,Tracy Murray,51,588,.169,22.2
275,Trajan Langdon,65,1116,.243,16.1
32,Travis Best,77,2457,.287,19.3
267,Travis Knight,45,256,.340,13.5
224,Troy Hudson,75,1008,.280,22.4
100,Tyrone Corbin,15,117,.105,16.3
215,Tyrone Hill,76,2363,.465,16.0
368,Tyrone Nesby,62,1556,.200,18.5
288,Tyronn Lue,38,468,.205,14.8
142,Tyus Edney,24,263,.429,23.6
309,Vernon Maxwell,43,660,.143,18.7
21,Vin Baker,76,2129,.391,23.8
77,Vince Carter,75,2979,.303,30.7
129,Vinny Del Negro,65,922,.188,13.6
423,Vitaly Potapenko,82,1901,.303,16.6
135,Vlade Divac,81,2420,.464,20.1
478,Vladimir Stepania,29,280,.386,19.8
106,Vonteego Cummings,66,1495,.224,18.6
277,Voshon Lenard,80,2331,.227,19.7
499,Wally Szczerbiak,82,2856,.226,18.2
546,Walt Williams,72,1583,.246,18.7
312,Walter McCarty,60,478,.222,15.0
558,Wang Zhizhi,5,38,.526,29.2
410,Wesley Person,44,958,.103,16.3
405,Will Perdue,13,58,.444,8.6
19,William Avery,55,463,.250,20.0
194,Zendon Hamilton,3,19,.889,35.3
227,Zydrunas Ilgauskas,24,616,.333,24.1
500,Žan Tabak,55,777,.253,15.8
